Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,name 2,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Country Name,Region,Economy,LDC,SIDS,LLDC,HDI,Status,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre,Description
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,https://www.undp.org/georgia/projects/machakhela-forest-management,450000.0,Water Services,"Number of Machakhela Protected Landscape residents with access to the solar heated water during the warm months of the year (disaggregated by: male, female, youth (15- 24))",50,1050,"With 200 new solar water heaters installed, the total number of water heaters 210 in the Machakhela Protected Landscape (MPL) reaches at least 210 (including baseline). 1,050 MPL residents with access to the solar heatedwater during the warm months of the year",,,Non-VF,,Close the gap on energy access,,,,1000347.0-1,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,1,1000.0,Energy Access,Water Services,"Install 200 solar water heaters, increasing the total number to 210, providing at least 1,050 residents of Machakhela Protected Landscape with access to solar heated water during warm months."
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,https://www.undp.org/georgia/projects/machakhela-forest-management,450000.0,Clean Electricity,Number of on-grid solar power systems installed in the MPL,,0.196,70 on-grid solar power systems installed in the MPL (2.8kw each),,,Non-VF,,Close the gap on energy access,,,,1000347.0-2,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,17500,3430.0,Energy Access,Energy (MW added),"Install 70 on-grid solar power systems in the Machakhela Protected Areas, each with a capacity of 2.8 kW."
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,https://www.undp.org/georgia/projects/machakhela-forest-management,450000.0,Other,"Number of people benefiting from the on-grid solar systems with reduced electricity bill during the warm months of the year (disaggregated by: male, female, youth (15-24))",0,300,at least 300 individuals benefiting from the on-grid_x000D_solar systems with reduced electricity bill,,,Non-VF,,Close the gap on energy access,,,,1000347.0-3,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,1,300.0,Other,Other Energy Services,"Benefit at least 300 individuals, including males, females, and youth (15-24), from on-grid solar systems with reduced electricity bills during warm months of the year."
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,https://www.undp.org/georgia/projects/machakhela-forest-management,450000.0,Renewable Energy,"Feasibility of other alternatives (e.g. Biomass_x000D_production) assessed in the valley and/or adjacent_x000D_areas including technical, environmental, financial_x000D_management and market feasibilities",0,,Feasibility of other alternatives (e.g. Biomass_x000D_production) assessed in the valley and/or adjacent areas,,,Non-VF,,Close the gap on energy access,Renewable Energy,,,1000347.0-4,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Assess feasibility of alternative biomass production in the valley and adjacent areas, including technical, environmental, financial management, and market feasibilities."
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,https://www.undp.org/georgia/projects/machakhela-forest-management,450000.0,Other,"Number of people involved in the awareness raising activities on alternative clean energy (e.g., biomass) production and utilization. (Disaggregated by: male, female, youth (15-24))",0,1500,"At least 1500, including beneficiaries of Activities 1 and 2",,,Non-VF,,Close the gap on energy access,,,,1000347.0-5,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,0,0.0,Other,Capacity Building Training,"Raise awareness on alternative clean energy (e.g., biomass) production and utilization, involving at least 1500 people, including beneficiaries of previous activities."
101419,Improving Rural Development in Georgia (ENPARD 3),https://www.undp.org/georgia/projects/enpard-3,2000000.0,Water Services,Increase Number of Households in targeted rural areas receiving direct incentives to improve energy efficiency and other climate-related benefits with support from the project,0,1368,"543 households received direct incentives to improve energy efficiency and other climate-related benefits in targeted rural areas. In Particular, Green Matching Grant Scheme was developed in cooperation with the Rural Development Agency, and Grants schemes were designed with the involvement of local NGOs of target municipalities. As a result, 543 rural households installed various EE/RE technologies such as Solar Water Heaters, Solar Panels, and thermal insulation of the houses.",,,Non-VF,,Close the gap on energy access,,,,101419.0-1,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,1,1368.0,Energy Access,Water Services,"Increase the number of households in targeted rural areas receiving direct incentives to improve energy efficiency and other climate-related benefits with support from the project, resulting in 543 rural households installing various EE/RE technologies such as Solar Water Heaters, Solar Panels, and thermal insulation of the houses."
141162,Support to sustainable and climate-friendly forest management practices in Georgia  ,https://www.undp.org/georgia/projects/sustainable-forest-management,926659.0,Clean Cooking,"Public awareness campaign on the importance of SFM, BSY and energy efficiency is conducted in Mtskheta municipality ;                                  # of socially vulnerable households equipped with energy-efficient equipment/technologies and trained in the usage                  ",0,171,Yes                             At least 50 socially vulnerable households of Mtskheta Municipality are equiped with EE stoves and trained in the usage,,,Non-VF,,Close the gap on energy access,,,,141162.0-1,GEO,,Georgia,268.0,Asia,Western Asia,,yes,,Eastern European Group,Georgia,RBEC,Upper middle income,,,,Very High,Clean Up,1,171.0,Energy Access,Clean Cooking,"Conduct public awareness campaign on sustainable forest management, biogas systems, and energy efficiency in Mtskheta municipality. Equip and train at least 50 socially vulnerable households with energy-efficient stoves."
6327,Djibouti national child project - Africa Minigrids Program (AMP),PIMS+,3071347.0,Clean Electricity,"Number of direct beneficiaries disaggregated by gender (and customer segment) as co-benefit of GEF investment 

Units of measure:  number of people; number of connections disaggregated by customer segment
Greenhouse gas emissions mitigated (metric tons of carbon dioxide equivalent; tCO2e",,19146,The project was launched in January 2023,GEF,0.47,VF,,Close the gap on energy access,,AMP,Solar,6327.0-1,DJI,,Djibouti,262.0,Africa,Sub-Saharan Africa,,yes,,African Group,Djibouti,RBA,Lower middle income,LDC,,,Low,Clean Up,1,19146.0,Energy Access,Electricity Access,"Provide access to 19,146 direct beneficiaries, disaggregated by gender and customer segment, as a co-benefit of GEF investment in the Djibouti national child project - Africa Minigrids Program (AMP)."
6327,Djibouti national child project - Africa Minigrids Program (AMP),PIMS+,3071347.0,Other,Greenhouse gas emissions mitigated (metric tons of carbon dioxide equivalent; tCO2e,,39717,,,,VF,,Close the gap on energy access,,,,6327.0-2,DJI,,Djibouti,262.0,Africa,Sub-Saharan Africa,,yes,,African Group,Djibouti,RBA,Lower middle income,LDC,,,Low,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Mitigate 39,717 metric tons of carbon dioxide equivalent (tCO2e) in Djibouti through the Africa Minigrids Program (AMP) under the Djibouti national child project."
6202,Djibouti clean energy rural mini-grids project,PIMS+,863242.0,Clean Electricity,"
10,000 direct project beneficiaries (Population to be provided with electricity access) ","The off-grid and SHS market is currently negligible                      GHG emissions in the electricity generation sector of the country was 722,399 tCO2.
Government seek to cut to 40% by 2035.
",10000,"The project closed in February 2023, providing 10,000 beneficiaries with access to energy. However, the project only installed 60MW of energy capacity. This pilot project has made it possible to mobilise additional funds under GEF7 to electrify two other villages. In addition, the project has helped to review the regulatory and legal framework in order to encourage the private sector to invest in mini-grids.",GEF,,VF,,Close the gap on energy access,,,Solar,6202.0-1,DJI,,Djibouti,262.0,Africa,Sub-Saharan Africa,,yes,,African Group,Djibouti,RBA,Lower middle income,LDC,,,Low,Clean Up,1,10000.0,Energy Access,Electricity Access,"Provide access to energy for 10,000 beneficiaries through the installation of 60MW of solar energy capacity in Djibouti. The project also mobilized additional funds to electrify two other villages and reviewed the regulatory framework to encourage private sector investment in mini-grids."
9691,"Enhancing the enabling environment for investment in renewable energy technologies in the Obock Region, Djibouti (under formulation)",PIMS+,1776484.0,Clean Electricity,"1. Number of individuals benefitted with productive use of energy
2. Number of individuals receiving technical training for repair and maintenance
3. Number of energy value-chain based micro and small scale enterprises
4. Number of public sector stakeholders trained",TBD (during the design phase),23786,Under formulation (PIF phase),GEF,,VF,,Close the gap on energy access,,,Unknown,9691.0-1,DJI,,Djibouti,262.0,Africa,Sub-Saharan Africa,,yes,,African Group,Djibouti,RBA,Lower middle income,LDC,,,Low,Clean Up,1,23786.0,Energy Access,Electricity Access,"Train public sector stakeholders, individuals in productive use of energy, and micro and small scale enterprises in repair and maintenance, benefiting 23,786 people in Djibouti."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Other,Number of direct project beneficiaries disaggregated by gender as co-benefit of GEF investment during the project implementation period.  ,"Total:    145 (100%)
Men:     100   (69%)
Women: 45   (31%)",250.0,"Strengthening technical capacities in the formal academic sector and in the specialized technical CSO (ARIA) to promote market development of energy-efficient, low-carbon refrigeration and cooling systems, including design, assembling, installation, operation, and maintenance. This indicator is on track. The number of persons trained and in attendance at awareness sessions were collected and reported on by the Project Management Unit.  This information was de-aggregated by gender and recorded in a project beneficiaries database. The breakdown is as follows:
Total:    268 (100%)
Men:     193 (74%)
Women: 73 (25%)",,0.4,Non-VF,,Accelerating just energy transition,,,,"5957, 117647-1",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,Capacity Building Training,"Train 268 individuals (100% increase) in Trinidad and Tobago, including 73 women (25%), to strengthen technical capacities in the formal academic sector and specialized technical CSO for the development of energy-efficient, low-carbon refrigeration and cooling systems."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Other,Number of trained professionals and technicians directly linked to the project execution to sustainable RAC technologies and the reduction of GHG emissions.,0,150.0,The mid-term figure of 50 professionals met. The project is moving toward its end-of-project target of 150. This output seeks to build capacities for project investment analysis and customized financing mechanisms in the financial sector to support market change for energy efficient RAC systems strengthened,,,Non-VF,,Accelerating just energy transition,,,,"5957, 117647-2",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,Capacity Building Training,"Train 150 professionals and technicians in Trinidad and Tobago on sustainable RAC technologies and GHG emissions reduction, strengthening capacities for project investment analysis and customized financing mechanisms in the financial sector to support energy efficient RAC systems."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Energy Efficiency,Regulations and code of practice for DCS and CCHP published by the T&T Government.  ,0,1.0,The Refrigeration Code of Trinidad and Tobago is now in its final stages of approval and includes DCS and CCHP.  District Cooling content is also included in the Trinidad and Tobago National Cooling Strategy.,,,Non-VF,,Accelerating just energy transition,Energy Efficiency,,,"5957, 117647-3",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Regulations and code of practice for DCS and CCHP published by the T&T Government, contributing to energy efficiency in Trinidad and Tobago."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Energy Efficiency,"Standards & Labelling (S&L) regulations for RAC technologies developed, approved and ready for enforcement by the T&T Bureau of Standards (TTBS).",3,5.0,"This indicator is on track to being achieved. The Trinidad and Tobago Bureau of Standards (TTBS) adopted the Minimum Energy Performance Standards (MEPs) developed regionally by CARICOM Regional Organization for Standards and Quality (CROSQ).  The standards are currently voluntary and support is being provided by the project to transition them  to complusory.
- Standards Energy Labelling - Air Conditioners – Requirements (TTS/CRS 59:2021) and
- TTS/CRS 57:2021- Energy Labelling - Refrigerating Appliances – Requirements",,,Non-VF,,Accelerating just energy transition,Energy Efficiency,,,"5957, 117647-4",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Develop and enforce Standards & Labelling (S&L) regulations for RAC technologies in Trinidad and Tobago, with the aim of achieving a target of 5.0. The project supports the transition of Minimum Energy Performance Standards (MEPs) from voluntary to compulsory."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Other,"(GEF Core Indicator 6.2):
Number of GHG emissions avoided over the investment period of the project (direct). tons CO2eq",0,651000.0,"This indicator is on track.  The CO2 emissions model implemented by the Environmental Policy and Planning Division of the Ministry of Planning and Development (MPD) was used to track the emissions savings, based on monitoring project outcomes and outputs. Import data received from the Ministry of Trade and Industry was analyzed, and annual reports were prepared. To date, the CO2 emissions avoided are reported as 292,894 tons CO2eq.  This represents emissions avoided due to refrigerant replacement.",,,Non-VF,,Accelerating just energy transition,,,,"5957, 117647-5",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Avoided 292,894 tons of CO2eq emissions through refrigerant replacement in Trinidad and Tobago."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Renewable Energy,Number of financial and market mechanisms for the development of low-carbon RAC technologies.,0,2.0,"This indicator is on-track.  An analysis of existing tax systems was completed, and a draft fiscal incentive report was completed to promote energy-efficient technologies for the refrigeration and air-conditioning sectors. Stakeholder consultations are in process. ",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,"5957, 117647-6",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Develop 2 financial and market mechanisms to promote low-carbon refrigeration and air-conditioning technologies in Trinidad and Tobago. An analysis of existing tax systems and a draft fiscal incentive report have been completed, with stakeholder consultations in progress."
"5957, 117647",Energy Efficiency through the Development of Low-carbon RAC Technologies in Trinidad and Tobago,https://open.undp.org/projects/00117647,5152392.0,Efficiency,"(GEF Core Indicator 6.3):
Energy saved GWh (equivalent to 3.6 million mega joules).",0,3600000.0,This indicator is on-track.  An analysis of imports initially done by the PMU was conducted based on imports initiated by the PMU of R-290 split units since the data was available to the project through UNDP procurement and the Trinidad and Tobago Bureau of Standards.  The project will continue to provide support to the Trinidad and Tobago Bureau of Standards (TTBS) to implement a system so as to provide additional data for this indicator and inputs for policymakers.  Additional stakeholders to engaged include the Ministry of Trade and Industry and Customs and Excise. ,,,Non-VF,,Accelerating just energy transition,,,,"5957, 117647-7",TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Energy Transition,Energy Efficiency Services,Save 3.6 million mega joules of energy through the development of low-carbon RAC technologies in Trinidad and Tobago.
112038, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Transition Missing,Number of Beneficiaries receiving electricity from solar PV,0,2400.0,12 sites had solar PV systems installed on their rooftops that would enable electricity from a renewable energy source to be consumed; 700 beneficiaries (direct usage) estimated to date ,,,Non-VF,,Accelerating just energy transition,,,,112038-1,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,1,2400.0,Energy Transition,Electricity Access,"Install solar PV systems on rooftops of 12 sites, providing electricity from a renewable energy source to 700 beneficiaries in Trinidad and Tobago."
112038, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Transition Missing,Total number of kilowatts (kW) of renewable energy added,0,0.108,108 kW of solar PV was added from a total of 12 installations,,,Non-VF,,Accelerating just energy transition,,,,112038-2,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,17500,1890.0,Energy Transition,Energy (MW added),Added 108 kW of solar PV from 12 installations to support the implementation of Trinidad and Tobago's Nationally Determined Contribution.
112038, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Other,Number of site beneficiaries training in operation and maintenance of solar PV systems,0,36.0,33 persons thus far were trained in O&M of the solar PV systems,,,Non-VF,,Accelerating just energy transition,,,,112038-3,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,Capacity Building Training,Train 36 site beneficiaries in Trinidad and Tobago in the operation and maintenance of solar PV systems as part of the Global Climate Change Alliance Plus project.
112038, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Other,Number of Reports submitted to the government Ministry related to Policy development,0,5.0,4 reports were developed thus far for the government,,,Non-VF,,Accelerating just energy transition,,,,112038-4,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,,Develop and submit 4 reports to the government Ministry related to policy development as part of the project's support to the implementation of Trinidad and Tobago's Nationally Determined Contribution.
112038, Global Climate Change Alliance Plus Trinidad and Tobago  “Support to the  Implementation of Trinidad and Tobago’s Nationally Determined Contribution”,https://open.undp.org/projects/00112038,2665440.0,Other,Number of people reached with messages on the benefits of using RE and EE,0,100000.0,"20,000 persons were reached thus far with messages related to RE & EE",,,Non-VF,,Accelerating just energy transition,,,,112038-5,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,,"Reach 100,000 people with messages on the benefits of using renewable energy and energy efficiency, with 20,000 people already reached in Trinidad and Tobago."
TRI/SGP/OP7/YI/CORE/CC/22/09,"Improving community climate resilience in Matelot by implementing green solutions to address its electricity, water and food limitations.",,26000.0,Other,No. of activities supported by installation,0,2.0,This projects aims to install a solar system at the Matelot Police Youth Club to address the electricity shortages in the area. The system will support the club's computer lab and hydroponics systems. ,,,Non-VF,,Accelerating just energy transition,,,,TRI/SGP/OP7/YI/CORE/CC/22/09-1,TTO,,Trinidad and Tobago,780.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Trinidad & Tobago,RBLAC,High income,,SIDS,,Very High,Clean Up,0,0.0,Other,,"Install a solar system at the Matelot Police Youth Club to address electricity shortages, supporting the club's computer lab and hydroponics systems."
117898,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,3767810.0,Solar,"No. of waste to energy facilities, rooftop PV, energy efficiency in building, etc",,1,"The project addresses the development challenge of increased negative economic and environmental impacts from fossil use and other non-sustainable practices in urban areas by enabling low-carbon interventions and investments in energy-efficiency (EE) and renewable energy (RE) in buildings and built environment and to support urban development in Bangladesh. 

GHG emission reduction of 1.573 million tons of tCO2 (lifetime) resulting from EE, RE and W2E interventions (Direct) and 4.718 million tons of CO2 as consequential (indirect) emission reduction after the project’s end. About 600 Kw of energy generation is expected.

1 Bangladesh Low-Carbon Cities Network established ; Database on energy performance on commercial building established at SREDA;BNBC revised with EE adopted 

2 waste to energy
3 rooftop PV (public)
10 rooftop PV (private)
6 energy effociency in buildings(public)
24 energy efficiency in buildings(private)

On comment column: Expected to generate 1MW of energy",GEF,,Non-VF,,Accelerating just energy transition,,,Solar,117898-1,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,17500,17500.0,Energy Transition,Energy (MW added),"Establish 1 waste to energy facility, 3 rooftop PV systems (public), 10 rooftop PV systems (private), and 30 energy efficiency interventions in buildings (public and private) in Bangladesh, resulting in a reduction of 1.573 million tons of tCO2 emissions and the generation of 600 kW of energy."
117898,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,3767810.0,Renewable Energy,"No. of low carbon policy, guideline and standard",,,,,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,117898-2,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Promote the development of low carbon policies, guidelines, and standards in Bangladesh to support energy-related urban development."
117898,Promoting Energy-Related Low Carbon Urban Development in Bangladesh (LCUD),https://open.undp.org/projects/00117898,3767810.0,Other,GHG Emission Reduction target in updated NDC,,1573000,,,,Non-VF,,Accelerating just energy transition,,,,117898-3,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Reduce GHG emissions by 1,573,000 tons through the promotion of energy-related low carbon urban development in Bangladesh."
116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,1788991.0,Transportation and E-mobility Services,Number of people benefiting from the development of EV ecosystem,,100000,"This Project is to reduce GHG emissions with EV ecosystem development that promote environmentally friendly, energy-efficient, low-carbon transport and urban systems in Bangladesh with an enhanced policy-regulatory institutional framework with appropriate regulations for EVs and EV charging stations, accompanied by tailored capacity-building and awareness-raising efforts

Total no. of project beneficiaries are 672,600 that includes passengers of e-bus, 2-3-4 wheelers, technicians, govt staffs, private sectors etc.

Assessment of Regulatory Framework and Market development for EV and EVCS, Recycling and Disposal of Batteries with strategy for environmentally sound manufacturing of EV and EV Components;Preparation of PPP business models for local charging stations and installation of hybrid grid-solar charging stations as well as, Battery recycling and reuse in Bangladesh

100 persons will be trained on operation and maintenance of charging infrastructure (e-Buses and 2-3-wheeler station; 100 persons will be trained on environmentally sound and safe handling and recycling of batteries and verification

Installation of 4 Charging Station (EV Charger, 300-500 kW) for e-Buses; Installation of 3 Solar Hybrid (80 kW; 25 to 30 kW from Solar) for 2-3-4 Wheelers; 

On comment column: It is expected that 100,000 people will be benefitted",GEF,,Non-VF,,Accelerating just energy transition,,,,116395-1,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,1,100000.0,Energy Access,Transportation and E-mobility Services,"Benefit 100,000 people through the development of an electric vehicle ecosystem, including the installation of charging stations for e-buses and solar hybrid stations for 2-3-4 wheelers in Bangladesh."
116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,1788991.0,Other,GHG Emission Reduction target ,0,15660,,,,Non-VF,,Accelerating just energy transition,,,,116395-2,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,"Reduce GHG emissions by 15,660 through the Bangladesh Enabling Electric Vehicles Adoption (BEEVA) project in the framework of sustainable energy-based transportation."
116395,Bangladesh Enabling Electric Vehicles Adoption (BEEVA) in the Framework of Sustainable Energy-based Transportation ,,1788991.0,Other,"Number of people trained/educated/informed 
through technical transfers, dialogues, workshops, 
campaigns, and other efforts",0,200,,,,Non-VF,,Accelerating just energy transition,,,,116395-3,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,0,0.0,Other,Capacity Building Training,"Train and educate 200 individuals in Bangladesh on electric vehicle adoption and sustainable energy-based transportation through technical transfers, dialogues, workshops, campaigns, and other efforts."
93848,Adaptation Initiative for Climate Vulnerable Offshore Small Islands and Riverine Charland in Bangladesh,https://open.undp.org/projects/00093848,9212322.0,Clean Electricity,Number of nano-grids installed and operational.,0,1,"Nano-grid will cover 20-25 households

30 nano-grids with covering
300 to 450 households 

On comment column: It is expected that about 1MW energy will be generated",Adaptation Fund,,Non-VF,,Close the gap on energy access,,,Solar,93848-1,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,17500,17500.0,Energy Access,Energy (MW added),"Install and operate 1 nano-grid, providing clean electricity to 20-25 households in Bangladesh's offshore small islands and riverine charland. The nano-grid is expected to generate about 1MW of energy."
93848,Adaptation Initiative for Climate Vulnerable Offshore Small Islands and Riverine Charland in Bangladesh,https://open.undp.org/projects/00093848,9212322.0,Agriculture and Food System,Hectares of agricultural land irrigated through solar irrigation pumps; ,0,80,Install solar irrigation pumps for community,,,Non-VF,,Close the gap on energy access,,,,93848-2,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,1,80.0,Energy Access,Agriculture and Food System,"Install solar irrigation pumps for community, irrigating 80 hectares of agricultural land in Bangladesh."
93848,Adaptation Initiative for Climate Vulnerable Offshore Small Islands and Riverine Charland in Bangladesh,https://open.undp.org/projects/00093848,9212322.0,Agriculture and Food System,Number of solar cold storage units installed and operational,0,2,"Install solar cold storage

Farmers and fishers are the users of the solar cold storage",,,Non-VF,,Close the gap on energy access,,,,93848-3,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,1,2.0,Energy Access,Agriculture and Food System,Install and operate 2 solar cold storage units for farmers and fishers in Bangladesh as part of an adaptation initiative for climate vulnerable offshore small islands and riverine charland.
85984,Local Government Initiative on Climate Change (LoGIC),https://open.undp.org/projects/00085984,35200000.0,Solar,Renewable energy capacity installed,,1.12,"59 community solar irrigation pumps implemented by Union Parishads

Total beneficieres are 400,000 vulnerable households. Main project componants are adaptive livelihood support, social protection service, support for solar home system.","(EU-17.05m, SIDA-17.97m)",,Non-VF,,Accelerating just energy transition,,,Solar,85984-1,BGD,,Bangladesh,50.0,Asia,Southern Asia,,yes,,Asia-Pacific Group,Bangladesh,RBAP,Lower middle income,LDC,,,Medium,Clean Up,17500,19600.0,Energy Transition,Energy (MW added),"Implement 59 community solar irrigation pumps, benefiting 400,000 vulnerable households in Bangladesh. The project also includes adaptive livelihood support, social protection services, and support for solar home systems."
